Texto ClaroF	Texto Cifrado||38CE98140362662F312299655684CF16 
7CFC1D270BDE2B8C	DC61BF41DC9E942B
26FCFA6A2A9C5925	55EDAAAC4D88B550
7EA0A1FD63EB29FD	F1C2CD290092F265
6411D44A4E887999	2C513F57B9E1E86E
61E754161A41A291	C28D02437FF193D2
4B17EB0E0F490AA6	CE1B53BD31B9BC96
045A202138F358C2	1E5F16DB35E8A90F
704845C318DC3ECC	E5F0BA37628E9A8E
239ECFD40F5E7991	A49D6B6972E28A37
037F267910B6D3BA	ECBCA8843CAA8B7C
530660E847C449ED	A84EDE24F315B46C
27D18B6A2E17F092	FAA37A364BF1165F
25B318E21126B0C4	0D3F2E7E09B492BF
031F1CA86F925B31	3E02836E049A2984
71A127300B13FA98	B29F5AF662EB501F
4CA916D6711A62EB	907739FCBE4A6560
7B546C4F6392F5CA	F19DD339FECE3372
4546D3D82CFE2D70	0C95737F335A744C
63592B23731F39C9	E0C903FE9258ED90
070AF62B60A784A9	C30AB4BDBCBA74A1
15F6A4D273BEE241	78415F716CC5758F
78F854C477854DE7	1C79767E8CE7B9A2
50BDB5FE56F7601B	AC2E173D3C7F0227
0AC6B9387CAA110E	29904DBCD6DBF4E1
0145EE131611220C	2B00BA4195DBFC73
3ED24D2560C6D85B	FC7D20469CEF947D
1EA6700041031FB8	B1F6E5C99DAD4BEB
34178A60757DBF57	B8296B1D2F1D74E4
129D25040AE93328	6095EEC1A8AEC6AB
541D8CB05FFFA1F4	14BB5C77F8FFC110
07E1CB6978F15E89	DFC7752E86D566A6
2E75B2673113A005	B01E355C526920F5
7F6EC16E405D5E1E	64C4C0AA6695C99B
31CE249554C3CBBE	A3C6B6A4CC9702F1
0275526C647631B6	868F621348DD5D35
0BB9D74155E2F26A	70B08696BEAC442A
26993933157A5711	4E651A3CB899B048
12EA281B4AEF0E50	1E0A53D745E24941
1494CC9F3505E547	73AFF37C5CEAD7E8
160FB38360D268C5	D2A3F2F2D775B348
15DC8F2C433B9CEA	9E63C22DB3EE07DE
7EBAE921211FB687	70B13C4889F469A3
29086A0E676AD22D	D54CB7D012AFE565
160CBD661E667ED9	BE0BA479305151D7
5B11E82674A0457F	F2140F8C10DDBA71
4632D0AA32216CE7	D481C25C88D0CAFF
3074CB6743D5F00B	C216B016B22C27A7
128284F836E7BF46	89CE959AF3C67EDA
28BEA8D37D3DC98A	3950D05FC7264A5F
637AC34210A95514	51DF5A90F6C6B4DA
5D109C976D98AD3C	7C5703502413E198
4295765A628D30DC	A9A9374E3A11D86E
2382EE1068DB6EA6	EAC1199F70F1E695
1E3D8A125A33B340	40946D36165FAB95
783D5D0304A5ADA1	9AB123E5C42BBFBF
192A27691E816B67	B13601977663220E
42B246D64648ADCF	BF003FE766B6AD2F
4D8B151566153D78	E688DDD4A6DE74A4
7C76C5A359A9902B	9F1FE7339EB53261
0B38250A1307B947	E6C7E18757EC9DFE
6014EE137E1A52AC	618624886DC2D24A
7229DAE119E12455	DCF3071C3FF71113
0C1855B911A3EAE3	0B51FD172AB82DDE
2091E6214A9B913B	3075C9A9F9759F2F
2B5BDEC11C7D6724	E9B39AA232E2A359
6CFE7B1837439C8F	EA6E6F7744B7D803
37DB8CA12EEDBAAD	26322F273687FE67
797ACBEC6CE23142	849C3D626F7E9AE1
76101BE61B97D598	C5CBB604D105D076
0D47FC4F7105AD58	4E46D56B120C6848
2BB7A660260BFF0C	8516DC96217FB07C
5D958057021CFFC1	574F23CA0CCA0373
3DDAD8FC6ADBA81D	26FE54599E6A797C
7AFA3EB9432C22C2	0A82DDC36A5EE7AF
069E1102736E9DB2	7F81D045E174A785
63334C523CD7CE5F	3B405F0FA0D94EF2
7C2DDE2D27559C0C	EB663C4B5B5184F5
6577EC002427280B	2314126F18DC4BDF
06B5FCB815E29779	2DA96134AD8D03D0
4F46942822A8F6C1	F7106DE38BFCB94D
02E00AAE42DD26FB	85ACF2C43584C66F
452A4B085BA41DB1	521EAE5A55F2B14F
73997E77623DF1EB	CE460755874662D6
50D5ADB07C7E2745	6E18A9A3C386ABEF
3E4462DD7BB6BB1A	28D8C43DAA2C310E
19B5E76A756BED55	B4D9B75DE6F09048
00AAA3AD42DFB332	835227C4603387BE
6C6DB9EA17C8E943	73EB9DAB3FA438B5
074A39E81A1FB215	6DF82AFD5F9E3003
16E48E19772D170C	D0C3E50F85BE71AF
314451F47C608370	1448AA6B0C6AF3C8
24556DDB649F577F	AAEB0FB131CC920B
19298675753A783A	B1355A2CCC550E61
51AB63F64B2FD55D	58C2AA215E2DD225
3160F33B5400BFD0	BE41B3EB6932E8D4
7D311BC5231662B9	2C3322578CEEADA6
12AB71AE35B46015	559ABB3355E23CAB
55101E3E1531A413	919A560553393BE0
6E0AE6430D937126	280B27562DE5F8C0
4AE97CC026FD47AC	B3F7009DA595A625
3E6C813345965B49	B2E301E297E98684
124339507B67BC8D	042C2C0102888946
578C0C462B79F491	94EEC703137F00F8
53A771E3162618FD	7F2595877A811E54
1F32956731EEAD31	A2A12BBD7262D561
2CAC859372758CCE	A328F679EBC1F2DC
036F631705D27CC4	35DECB5308FD4BAD
3DFD2AD83807EAB3	A84DAD84E0C754CD
0FC1AA8273A144E2	7586D37B33A1DE72
60B18CBC288EBC3C	648C3EED4B1ABDDA
32E81BF124828553	79B18402A603045B
74FF1EDE1943BCD4	F35CF6AAC2BD7F81
2E220F413E178C10	F17D8D93D7765A6B
7BEC8E4867715887	28BD907F9535697B
426B3C1F0E38394A	F654F46D6B0331F4
0D39309125A3865F	618BAD0E1532E75B
12CADA4743C074F4	A36D3A76C1B340F7
103E61EC6F8ED548	4AE1E138DE10FD53
0A54A3303AA5A99C	4918252AB7CC8C75
52225ED84E80E108	1BD4FE3A519E5EF9
6F35FC7B41532847	041D3E70C75AA98C
3A796ED27A5ABAFB	FC56BE48ACC27BE7
5AA9F37E4BB103B2	7A333391E21A1B3F
5269C1F01D3B9DD5	0620E3E77F18FA15
34F719F14AC83861	3D0C25BDCD929261
1EED8EA27E2F3D8A	1FE4B68E45210452
4F716FBE205F4BB1	D3A2668068104EC7
506262116B147351	36478BF884E7C972
0B9F01C3742CAF2A	7A9D6BC20CA0B9B4
21A029FC1A2470A3	891DEBA8D8BDF99A
4E5EEABD3985467D	520F9A6D34D36677
5CD6D60B1C7E9BCB	1B1EF0582998CE37
3C263B0A71EE2C5F	7D8B6A97BA58B94E
4BA34B684DABBFA3	4949BA9CC89C2B3D
46B28E2B7493CD4F	DE79BCC0AE0B9D2F
138C39545B07C3D2	29DB8646AC236D44
5AC93EAE52324012	0932177E88161FB5
610C87E67DAE3ED0	70256D9EE4CEAD60
3A9E0A265DAC62DA	28D6DA888C01F328
608E06410C3CC6ED	B5B910658FAE491F
6A27F7E166030B39	047FA9BFF305E587
51D5FF8138799820	65D538BE0C438809
36F279D7691D2E6F	0251126509499271
7AD3AF525F9B6F7D	43DBD6CA33EC6AC7
55B4A89447A7B881	A8BF5A81E7CC1526
544241E749F4CFE8	89C81582FA844164
677DAE466C3CAABE	57A6DA4D73491A99
02EDD7764CDC857A	EB3A32537D4737AB
21BF34020FEF809D	BBC0ED83F89B40C8
34E4CB9718F241A2	A9D7BCEAF63513FD
48B2FF795FA28638	12237D7E13B7F3AB
2719F79519CD6B41	90AB70EC67FED35E
7D3C85A210698EEA	0F5FC253ECDFDE9B
0225AD1177853830	A5A5D21E0A984564
4B2C149D3AFD75F9	7FD75E65A512A39B
564C4CB02B3EE313	77C3157F0E2A7CBF
2DAE0A937D385052	3E1E8A2114614C1A
7C2177B7793ACF0B	5847745E93DB0AF5
03EF195B4669A761	824CB5AF7668975F
426BF5643DBB9A4D	0C976147447B9742
678F54E4730E79D9	E59874AFC7E6125F
3B61D09212C43FB3	11737296C3A783D3
12320A6513487638	F208C7EAB342C32B
7A49606B67594F85	27B7CA5CA60C45DD
1873D9C55DDE210D	05683EDAD0674FA7
224C0CA02ED0EDF7	0E5A0A4A1B761365
16B70B244B3C7422	171189638B8BEC0A
6DEC8AC4448A823D	D41E8516A1055971
616C95F21FE874D6	EE983820EB78AF41
564E9DF74364EF65	E24B08C7CC2B6F6E
17A0F274478DA9CA	6993B6BEDBD203C3
258631790D1A122E	C87B394C8FC647EE
2A9F90BA51D6B932	CE6492E178D6F174
6818AB972BA97BE5	A651BD8BB4A99438
04050DC867CBC787	B92DA37730A3B95B
7398A54D2A8C9D85	A183518E580A2E25
75B99C956CD73694	813F4B8F6DC69503
2540665F2700FA14	8EBC8DC591E6BB63
31224B0D426D5BAE	EB97A1AC811F7F11
199E1E945BE993AF	24A58B3449F946D6
43DEF54D62BAB50A	A6D2F2EDE39B7748
4FC3D629422146A8	0F8C88BA154F5AD5
16A5E18364786B12	9B2265FBE5C52FF6
1DBD9E460BE214EB	7CF4BCFC4D104058
27CB56651695154C	3A8FC36D7115B56E
15A93C2919ACB2DB	75FB5EBEF88BAA14
19125508028C8D14	DB37FA16C3205500
59821D5A6D552D9E	5CE2F692CA78C1A2
7326182549FB6032	A82A1C14F85F30D0
166898902CF8216E	DE1DAB7960D5EB24
565AD3D26508AC48	E2EEA4D621BF68BE
1C66DECA25ACAE57	71597CFF38D1B367
6BE9E51348BE79BE	93D57E9250137B82
512ACE41514B3708	F916D5F35CD76A04
210A17EA1DA81498	CDE9E1005CBE025A
05E0165E3ADC7855	409CBCF9F790630F
606032A34B9C9CC3	7F536BD0AD49765B
16F7ECFD6EE7E1D2	4382387F3F475586
399ADAE06597C5AB	D0A5C4DC6E41EA37
4F3291A800F8D537	23341B54F38A898F
50760E6076A9E9E4	0111EF17022FA66F
0D3AB4990926AF98	7D06D80749E9FD5B
4AD228D92B77E4EF	882FC5D3F437694C
4C571D346B3E6813	2FD3BF1B239546E2
4E22EE665751929D	AC952DD742A23C5E
2C70AE3419BCEEB7	93CA54841EA1FCD9
42DC3D94094EE1D7	AC7270BDF2570FAF
19CCEF075D60C1CC	0CDCD2736070FADC
7B5367F820CF0A09	7A24CD11B235E3CA
789BE5B2430546FA	06013D13A6BF4BA1
0F76E97647D949E8	6549AEC1276CFB6B
0A8343322FB08D02	0563C74AA21C2F58
6FF996C36B1915A3	55ADEA8791EF31A2
3BDBB74355DCAE68	A077D45AB394CB16
0B3E59E22A7F0A32	37FE404169F6EFC9
7A766E69754AEE4E	146A17BB07988A00
0A637F0B0A29B081	7B1EB8B8AA2F82D0
3702EA5D20689BE2	BCA0D2FE1E06EC41
33D2230D28FB450F	3EEC3AA8C3B50C7E
0872F0CE321F68B7	96D3914E228B3799
2C13E0164CDCDAF5	14553EE2E0BA2108
37AB323F486FE2A6	9479ADAE5994B247
298925716AF93304	1174709F1BCB6E9B
0E84827A1D921F08	BCFC69EC254888ED
64335562662AC852	FDBE38B02EAC1F29
02C5B3E501A580CF	D25B819E7D0563FF
18AB96E1293E9A6E	280E08B24CC23423
4D0CC0E9004D2884	ED4E0E03D0B6EA33
499EF24362333277	A3B7DEB9D9208503
0F3654FF38063926	79636452C29423DC
20920A8653F0F41E	A4866472B48D30B5
702B089F19433841	EE7FDACEE1B3176F
0C22405C1CAF5E3D	C9878D8E0FA4DCBD
3D5405815735779B	9CAAF6FCF18FD6F8
773F8DD76D795B6A	945A38748CE98DBB
3A60C44C26F77785	A45384FD966EF443
40C7D0BF7E59CCD2	4676E7E9A2E1BCD4
39962FCC331C179D	F8CEF625AA78EA49
79525EA10EC2DA41	0530718080A2E33F
1A86E8F90F29410A	A0608B39615DDC72
5D6CFF4C1EED067F	FC4F4DAA51E40164
5B458BB532D746E3	0EFA72730DDBD4F3
536EFB281B2B29E3	AA4725CEE1688B69
2ECB04041274BA9C	020B7D86B9826894
2D87613B13007FD7	07A267746B5193B0
05C9060050A8ECF7	AE23B2A2559BF06C
025D758045CD27B6	7692F2F71A6FEA7E
1FEA41874C74166F	0F4CAB552B0A763A
596CF89F0136BC97	29A544665CB2557A
30975E2021A49FCC	1942649C47247F16
3EF71B55512389BE	E0AECE547086FCDE
7428428F7F29F5DC	A57F722B10499332
1BCC7FBD0ED65F8D	A4ACD0467178412F
1C1B29973B4786EB	4D1FCD9DEBED80CC
54EACCB4032568FA	1DED2125E7C9726E
0D0EF6B351666877	B2545B79AC5B5CAD
1A548661234257C8	C44644596E9EB9A7
58911D8D1F2B4168	EB4CF31C50D5D2C6
50D322D45593B5C0	B8A0FB840737A82A
54817C2400FD4AD4	297F4D805A6ECAB2
753BA4CD1EC0CADC	11B71291D3309471
0346414A796862F3	E32CF3F83873E6D4
34387DCA68CA738E	F9150242743E24E4
4368A5610B41A5DA	89963EDBC2DC6467
02EF90FC3E1791E5	C64B3040EBF7ADE9
7D6B713B18D718D1	F2D31A96AA1CCA31
519E4E1470182CE8	849C35B772B8184E
432C6CD6199D780E	A48A25B27A49C3BB
3134EC450983BF40	A6541D0992DC5009
288107A12F1BEFCD	0B86C07045ED8F22
531C93E47931885C	2EC28194FF7B3326
22EF8E2D1D5F3E46	D40939D77C32DBE7
57F174BA2D268C71	1C94385644EB6883
3DCE65DF3982332C	403477D8EC09C8CC
12EDAB333182AAFA	AE9AC3B43F67F7F5
79A71C7A4A3ECBFB	AB206B783BE233A0
60C1F1D15CEB01F7	5AD763DBDBB882AC
48CE2EC95861B376	9723C05A2599FB84
764D354E46E6D08F	BE09AD4D58702642
5B8680A65B68413B	6C7739AE073850FC
1992B75F6F44CB16	404E389B1F499CB1
0D714A6C08CCFF59	6EA3850B5746FF48
4A9030924064E77C	2F75141DFE4408D1
20999EEB45906705	9835A0A81EE82CA4
0B5B9CF12B9C980A	4B4EE08982E655B7
35C1CEE446F5F64E	7E5C67F69703418D
3DFD9F4755E40E1C	A30317E5D1D6701A
6F5A7C511D97E2F4	1D273B100D3ED936
5EB51059414473A2	F5B7C6FC8287387F
7503B22745A55A75	EA7B2C6F5364C879
6AD5DB0B7E1FE5F8	6C9EA8862652AD98
60333D784408C29F	FECB8F9722AC72B6
1B21779E323433FC	A3AFF54DA89903EF
0140FF24522E9520	AF633D398361C818
704092061F33017D	030FBCEEB4F7139C
4DA6C58B7FF35080	6EF23029F483A300
3F2A452070205845	718AEA8B8C225880
5B8353850AE06FB3	A7FE6709B7D89B2C
14C5565927A7F7B6	86D41E50097C8E1A
0477E2115A9ACC61	211606BD04DEC669
68E022BF53095F63	06BF0931C268C923
0C55872C431D6007	9AE09797008D305E
3D8B8DFD1516FC9C	7B06978FB805FD6B
182270957D0D5293	2DD04E6012E13988
75A8710805950091	A8064665B2133F73
795832730D585A42	1F6EF941CF8C73B1
238DA9E6298D4D46	365723F843BB1AA7
7BCC43F91F82CFEE	04EBE7F6A9F1272D
4521226B025AC242	42BEDDF9E7D7AB84
14877C434AEF1D3C	1FE69E7C1105BA55
1868749371BD6B69	760A6E9F517AB4F0
4AD6F4D56663F255	E7DA4980DB794593
2BBADEF77984408E	ED4271774D62F9D2
59AA68F542D0DAD0	DB57658D051A8201
1DCDAFF52ADB0D1C	49A2818B9F1DB78F
1339BF3F343ACAF5	BE46FE8B49D6C850
7FE2B59C7D01565B	947412CD8EE17B7A
62CCB07A6C564C42	554831D89C4B5A12
15A8B89F77F0D9D4	BC7E42C377CC9299
656D2AD06215F1B5	C180F886AC3076D5
0EAFD46239A07576	0EDD3DE31EB9EE82
557FB38832E3D192	0869324C7AC0DC1A
0AD3E2585CB104F5	0A4559F4888317E2
69BCA05D5EC46FE6	497396A2D5EBE7FB
328E95A52F029D91	13A6B31ABC748109
54B6B2B3268E3138	B6998990B8E1DB86
4141674E2CE5535A	0A37F7BC57013DDD
03C350BD0BE9AA39	624CFC9318CACC5C
19A68A4B04C14F15	3F39BB58A6733619
2F2EEE2332145408	BDDA0BBD40B5A338
5498F2E705734715	84C0BCB40AEFCD48
533FB67E7BE634E4	3DAD959D0452FC85
469AA4485297972E	DE0ADD43837EB497
5E46775E6446ECAC	D80E1083FD4A00DF
6C5C43A21D5C7842	1DA4E7E00538F8EB
21DB441D4254DD48	DDC07AA96E0442C4
518BC3FD2EF040DE	3FB8BB53D8CD3047
1F32C6E53E9FF463	1A809C6F756C99E7
7765AFB334F24E02	C938F6C333FF3127
0FDF80761A6ACB1E	73CC321A402FEB8E
593D2C1E3F1B9357	4BCCAE7B9E2630FF
2B66551F4B5E7C7B	2E054901D61D8F0C
283E95E524E30207	69AC5360BAB935D4
339A2C7C4EDE9B5B	02113055F3C7077E
78A99BD04734B293	C593829BFC5606FE
54B7F56A79512D99	31FD2ED75226C462
4088D608579BC851	81CFF1678C5152A5
347C6AC654460815	BDD2798B6276ABC8
41BCC5EC50662AAB	16063710C2F4E50D
637B69C93B5E3E25	9595FF631DDCC7BD
28420D96088A0780	8C4A34DC8E2D708C
1DF268E115C39B23	40D64671CEC4DC39
5CFE21FE3069DA64	522701492B44AC3B
7580F410651782B4	0504118DDA0C5985
6A862B450E82F5A6	FA180C3C233C4D4D
37CD6CBB0F9D859C	D47AC99566F35A35
2EAECCC65605F31B	99B0FD9DF68E467C
209B9DBC4890B25D	435317EF27D2A085
13AE1CE30BEA852D	7244CB3D2AF081D9
51CD53777F22D395	82C83458A6E433E1
47711C685300147C	E373539B075D8C6F
2A410376124A4DA6	1847112D66F46EF2
4C2FD6AB58B69BA0	812E32EC5AA4BFCD
3CA352E006960F3A	421868CFF10965BB
65C1AC360E11416B	1C3A921027F05375
0EDDDF04085C873C	2A84204D4E647B67
72B2786D230076EF	204E16B70207225D
738056DC6EC6C0C1	A29C5947B0690FF6
3A98F7B810AF6F16	295D77D46750CD12
6DA615E832E86A95	20592291128C30AA
38AD764F0432599B	12CB90BABFF5DE88
0598D14473D2CA3A	668A560B3891DE51
13DAE13E06F9B7A1	229BF1D0D4A52AE9
7486AE9A36313C3A	BF1FCCF158671FDC
5A691FA12B9BB166	9A4EE672E15BD84D
7A9BB5E704C38F94	9F0FD09948E934D1
43073FFD10FA1D6C	27B30EE84F758635
14A1A62900A3D854	F35271D1AA8317AF
04CF73204F8F3C57	DEA97EA589AF9D37
44C29C8F44B4938D	A83673F8EDD74B6E
2B433138485469B8	887F0AD10DC16F4B
1DE8D42120BED1DE	1C0E76FF3FE98CFE
4FC4569D63128654	BE8A5DD57C830993
5531279C0E1F9E76	0A7D2C1534B8E583
3DDC5C384E2A8042	30A13C36FC11B21F
484A95251885D537	BBFAC6D10F1FB8EA
7A711A74177FF479	7BD5EEB8C66F8698
518B3FFC0D15E337	F435C238C54BDD6A
17F8369728C7FFCC	1F118213F0D71A4B
626ABEFE4E21482C	55D36A3F7181FCF6
6B0968C636BDD610	E0504AC84BE5A618
6930D08303C97E69	3E1705279A729073
218A217073995143	86D6777154D5B4D1
56A640FF3CF551CA	2CEBB089A007F8F7
0DCCC40A7E5A7399	137DC9470CC5474E
645B829D33DC44E4	05DB933CB057AF63
422EEF551762D765	61AA12E505132BEB
5A2B33E14A5B2706	8DD1CB8DC3207107
265F210D2F72F029	0CE9300331EC18E8
22F52C150E2128A1	D8601B1FAB153904
22F2694658DD8496	5A8DB6AED13F8D7F
372BC16E19A8390E	97CDFF32DCED046F
7339D34A595EDA5F	B2410A67B2BC46FB
6252C0CF26F08877	C8B9B895AD761498
798F50992FF4AB28	6C66B696D4ECE168
6810E7B02DDB0930	46CD7F354E205884
073845D57F70A6A6	3C650F24F4F99B9D
3CCD1DA73E55DE20	04C15694C7BFE942
776A26D85A1C6C27	9C601DCCF0F09DCB
0000A2A929B7053F	17612F4D6F4A04E2
2EB9807E14A2E829	62D986B41AD487AC
5337E6547AF2BF7A	4D2131012B739ACB
56F921A57E10043E	59D461F8ED4015AF
4D86C31A4A7307B9	80672FD4BDF63F75
460028DE347B2AB9	9D36013098FCD44C
0231F29A1D2E5D96	B6CC71BAB1FFCA6B
4F0231D11914B8DD	C87F4E589C7E3859
1F74C2082A6EAB5A	331F753614C173EF
47B3B77967D28DB5	FD11460F2EE5AA90
30559B5344487EEF	CB0370DD1908262E
73859FEE49C6FD82	AAF639023C3E1962
272D87A51E2475BB	CA4B1D11FFA650FC
6BAD577241483498	02F03F88D8E5AE4E
6B7508A3508A3C72	15CA59B0BF850361
238689AD55B8CF13	854276DC5255E48F
5823145C670DD138	02974A3913CE4798
3C22E86317C6DA6D	4105E023DDF816CB
002E364D59EEF952	29D7BA13AB317F11
5832A49E64D5AE4E	DBDFEBF02D2BA207
08A6B69A791E3CE5	E3733F862D7A7ECD
30301C82269FB385	92B9BB135DF5963C
3EC2F4927146BD6E	836BBA5B8E23E557
5B3EBADB735DAEA9	D500B43D2296D31D
0B76146B753682AD	A3CD3931E98828ED
4DBD67F94DF5344E	3F9CE51BFD9A384D
1D3D14DE152509D1	59854DB17CC0546D
32A7832F13959CA4	F2C1EA4CA73820EC
435EDD070901191F	AFD1B3324538D5E0
271846D72AD2E14E	4F6651A1BDED5ADA
7AC5DDD85467CEE0	06974803BD48205F
6B3EFF6A74F2BF27	FF184DB65687E150
6CE3D56C61D0DD4D	C088AC679DB54AD9
57711C6642FF9963	E3F67C08F202C835
1AAF54F26CF1E98D	24BCFBCB569E7EF2
7E1C5FDB78D9638B	54799CA64BFF51EC
081678A97B4BA364	FB4D88AC9D6CC07F
22D439791B0948CC	76ED8F9DEBEBEABD
7E8A56F12C52291E	B246D3458638AE19
4609874D1B91F427	9223CA0153A38BD0
0B343A9511F211F2	EF6C04B60633C783
2B7830125F9C0409	F47B133B13E5EA57
7BCD1BE856E35BD7	CFD41D01744FEC08
68A2ACD110000302	FDBE7F99D88DABB7
70C58082367810A5	E2BB8F10B82A39C7
048CDC933BE5393A	2D0BF352D934C678
46102D8E501EE991	17183CA390F32EC3
1D7857AF47C4B146	72BD64E15DDB3518
42528F793A4972F3	432429A714ECD3C9
2C19CD6A51FD00C4	D9725D8634AEC5BC
393D6DE96FFAF95A	69EBD1470E23C4CF
4608BD2567B9EC0E	FD44C5E1283629B8
5F38C05506DB3D4A	5F425C03882AAB29
2394C8CA7D0A5805	391439FFCA6B520D
3218F065034E9095	016661FE91D3F16C
1AF627E516B53937	2FCCBE71D29EC68D
53BF55863687FB5E	C4A6F4707C6D8453
1987F44A2CB7335E	E3EF7374DC52AA97
2F8D7741709064CA	79834AA3F54DD36C
17C943821E6F1801	BEFC9AF3401407D5
0F90F94376DCA5B0	C426A064C4512751
100202C774045F06	7C2FDCB32825DE08
4AFABE6B13EB8942	0CA0AB211B084502
4C8056457D9FF33F	5AD61B79FC72AD75
101AED8857E083FA	56FB2DD164BBFD75
54F8BF2816CE06AD	69AB140EACB176E1
3018538D0D1566A6	D2BB46DC7E54D5A2
780622FF5AE3D0E8	902F8B829C5DF0B4
22A85DF65BB0D340	2EB4CA1AE329E0F0
35FD3DC704E2EF82	5C6BC26B58F8C09A
4EDA424F5B3778FA	61EF374064DC6E46
16E793DF3D9D2138	E323123CFD31F2AF
16F00322675DB8F1	C492499AAB854A25
3A190B3B42306C49	F8DA5E72B9C366F0
79154E9165D94FB1	0DF7B973501EDF09
1DFF21B458FDBFCE	57B51B1259D8696E
7B3B9B06063EE61F	B69A9389985F6524
0B76006D7015F9FB	3DF651FB04F4ECFF
32CF073A35E38AE5	78DCC7B629946BDE
6DB3DC063B32462E	A5549979D9819654
619D945E3077D963	EBA2EE006FE2D1BD
0C610B7137362E10	88A1D4B3FE65A552
460A38C149142AD3	6EFC1F0EBD3FCD5F
4B07A82063AEF35B	BF2C253986A83593
72EB0E7D26046B7C	CCA731E8F3A5805D
6C2CAD63692B7610	367984657D5E30A2
24544A6119DF38E9	8F3A16516D2C2AA0
0E11564414369193	D86EF6F7A832D03B
0A8F544347E5001F	5F32C236C83FE22C
0B6B181923FB172A	C99BBCD815D813B2
39ADD8DA4477EDCB	A1120FB76AFF3001
1D9CCD8B217A6FDD	0947136A559CCA74
6D46275618C0B726	E3507899D2F339A3
14382C7C73F08B42	7736CEC25FCFD3B4
