Texto ClaroF	Texto Cifrado||21C00B834733D6C41C59026117AB3CD1 
5031E2F87B2C30E9	D71F6BF260A94D03
123F502C7AA8820F	B1DE1D9BF1BDE907
4CF2E5B25EC63095	05E79C8727DDD5B9
259FB6CF189AE355	7FE466D237C9D262
60C2EE111D9BCFB8	6951E944C9A707FF
6062483754734450	33EBE6A3E4F1D51B
5B8A0B8043F92F73	25BA1720F0CC18A5
1C9A49E25568A319	DECF83FFC05EAA32
48ABEA1D0E973B31	2901850182521F63
6AAF15720CA92616	6BDB024AD7BA75F7
350374D875EC2C18	1345C5CE6F793651
6443182370E5D541	D9FE2C2A4B5B2411
0113D84F3DDE2B16	6BA9A87F01F84D93
44DED1150070DD06	3631A205B2B7CDF4
71BEB5231F66472C	5F556B7E15ECFE86
73CAA9CE7E524EC5	C51600659179ED40
4DB1A84D4AA07F14	B84A86FF358F62F5
6EF72052226B2068	2F8EC837E40F979B
271C9D7F47A810E8	580C2568B8DB6B24
6AEE141834696A80	5D0F89BA40EE8EEC
74CF146147432830	AEB4F3D09DA7DEB7
0A038BDD6ED35F4D	535A34C828FF4D64
7715F112418611D2	23F2958CC2E896EB
48FC13991D6AC73E	54CD27029DE93B71
4D3EC688545C3256	2A04EB42C0BCE8A7
70ECD75E4D2F963D	C7300B2E450A22C9
6F30A66162FB634E	893FD31BEFCFA6FA
6634C8A613613EB6	07BA76DB3D79CEB8
555C28AA1571DCAE	E2080E57B7CEEF30
664F2E8158764BA0	7CCDB87C42165E20
3E5F22BF57E24996	5E6EB17B3D5ECD0F
494D43ED6FA6A233	A4928277AB2DA738
24E2FB8931EFF24A	FD3E05FFA6C92333
000BF1E310356E1B	CCDB7AB6AF45AF23
23CFB6ED19F293F9	548FE4AFA7D23CC8
04D0CDBE2873776A	2AFACF3D44A824F7
34A4E4E535AF9163	1C645EC5763AFA6B
1972161E110A189F	F40E36C1E13C892B
2DD677765B3CFB7C	94CC805FA1B04E16
00A2B8B03B0B2B23	42DEE222ED9E77DB
5A3D251D644FC133	88AA95AFFE60847A
30152EB83EAE4AB1	C97D6A980D1AB246
24A9CA9D07351C39	9BB9EFE1F9B581F4
2FCFE5E179FD2F4C	C2744F59B88610F4
5D2C65250DA48FED	6DA25DDBF4640827
2EE5179A42709783	100BE0A9EDF064C8
6DEB3B886E919618	BAA33D2EF267CB34
18153A5E19AAFDAC	5BA1F9F54ED49C6B
28F4345E389A1C53	5E3D15771F5E0FF0
0DB9AA2D18537765	6544ACDF815E0C63
0FC3945D71416DC0	7FD777258DB8EAA5
7E8C92563EDB8D02	19CE008A58216A99
40069E8B7292D883	50F64A9251355972
06C4BB395DDF9EA7	5050F96333ACCDB8
0429161725694223	F7D4CCD13629ACEF
21751B050F40F66C	208FF7169271B5F3
71F2344654461A1B	4F7C6DB937D134D8
465C0DD6459080B0	16CBC3F96A086763
11F0C67E56778365	4661F490D5B6ECC2
4053883C2C153C22	A21F81198ED10E1C
261EF2CA39D5BF53	5432AFCBF17AC42D
0003FFCF068F6F0B	691C469ABA4A2262
32C33E8A303EF00F	D62FEA8945AB62A5
7402818750860191	0127DA90F6C3861E
0DD0FFE4144FD8D2	A1BD9F862FCEA305
0623CD691882ABA5	5ECADA1507280F83
2AD2EA357D0E5389	CDCFAA66085B8A83
378E87836E62C5F3	795F416F2D105A98
16B20D23037C8079	D6266109183B2863
62D689B872EBC1B9	6E6AB26887A4585D
53FB93A029991873	87FD32B8CB8CC069
02143B5B7E44D46D	53691C6D3751AF10
58D680DE6AA69C62	E7554CFD756B9021
60651CA10E3ABF78	4F20B32E07531B44
32F0669444DE98AC	F8D5B64366A73C9A
71F967862CFBC8DF	E4CDD66721DE5C54
4640BF8B44DF62B5	0C3AFAEF97573406
25C97C664F061FEB	DC7D10BACF17C10F
1B19A5D530D650D9	C3AC00A05C093BC7
4655EF9B33E5CD30	41288CE21C1B2452
340224EE78C69FEE	26303CF51CAE7995
382E0034540F72BC	115389A3DA3EB98F
4235BFC156C039DC	731382059E583BCA
6616C702616388AA	E8742E4B9D421A00
4DA182D926959C60	555DC716C28BB467
284D766A75993DD1	4AB17615AB3182CF
1FA9A0A8397285D5	47689E57A81703D7
0DB0806A3EBEB62B	A6250E0C64E7B7D0
5AA9E13B470216FD	985CEDD9CFDFB359
5A3360766302113D	74C6D35EC46B177A
1CB9EE9372DE03A0	3139ECCE6C91A991
4DC0384A06AFAA27	BCF51250B3C3F832
76CBE9DE45672AC0	49BEEDBE8BAFB7C8
7827C6D87B6FCC88	023C8E4273588CC1
68DD34071282ED5A	27709C2560AEFE37
51ACB93422B32ED0	15FDD964F30C0EF0
21C66B7C69BAAB36	11DFA18DFC38E4E0
5E3E9C746091B402	FC689EF0C85E1C02
7DC120D51252C073	2F61652DD9248CA0
76D8C76A120C3D1B	2BDD1AB51B405994
617FC0DE0A4F60D4	8B3654620526CAC2
615E0395633D5D23	800ACE577C2999A5
51ADD7BB6C2E5FE1	F604718563EEF1B3
5898E4431DB21826	67C25FFCA521AC6A
174F760561CD4E37	8C21DE3B49F1485E
6DCA2F0A74D671D5	A4BA7819AAF6D487
2ACB92E01B17C613	4D4B5A6B1BB1B0A4
35CD174A2BB416DE	9248B5D8980E08ED
3C495F3C750B7B0F	6832D963F80B9320
44BC51D1279F9398	5ADAED03513733AC
5D92F47A5AF0A594	C17C14F8D10F67BC
6D06C63057BDB13B	8EA6B7BA8DF7EF37
66BEC57D7697C63D	3BDA89CD903153E5
66580B9E1E62E690	59AB04D078F68BAF
6F0F078543B6E5B9	64A0BD15C2238D7F
1CA3F76A50C85ED6	A5A431407A684199
12CA5D0923A20382	E534358115C52EB8
61945E1453ACA518	4653D652D06D9121
6B8AF59270007B66	D0CEE3F5C8712B55
2FA59EFC2268CAD4	F0518050D33D008F
0DDC35F27459A9F9	4CF962A48F26A113
2AA6561C0E5F5E24	172C41C7307999B2
171D94DB1717C1B8	78BD1D7EBCC72A82
18AF22E0121AACC9	CDAB759B9504D801
1545C96818A9D5C1	728AD70367A58765
36107E8D74E476B5	5FD6FB517253AD85
432DA10768A6F505	23B5DC08F73A7196
292050F008A1D1A8	739CD923655CB77F
37CB71050D691BE1	4C39B4AF3CF18530
6FA557A7501DCE34	F422C3C223B11F49
54CCE10356C8B773	876E90E303CB62C8
13840B88421117BA	FF615559D261F752
702CD6380FA43011	66953355AB63ACE5
644FB41C2CB9CDB7	D383B8CE6822B508
5A70C0512062343A	2BBCCB06293B0991
0F52DC720906C83A	61C1A047E63A1D3C
1C435C770A6B9720	43A0BA9EB8E071D3
1D8EBB3805A568B1	B63A32283C75EA13
2E7C3F5C5F23C8DB	D3076E0982D6464D
2657D2A94FC768E9	E0D23D63988C0A1A
2CB8C1EA15C30096	B6A4424EE4E9C63B
355B83030AF65553	74DEA9D46CFDE386
325BC1C4260E44B0	40E161C712D3C73E
72BF92547F2003A6	B87B80B16EECF373
0ECFC87E6B73CFCA	AAA8FD60FE7BFB8E
004F0DE34618B23D	2ECEA6D3237DAF57
7F5DE6BE6DD80545	394B9E81EDBC70D3
01422D5A1FAF705B	EAA2D6BB710BDE3E
36F9769D33DA599D	FCA0563296F3EF85
44316D0308EC02EF	9509DD034CD01283
3EB49D7C43CF580D	3495A98DF200AA77
619DE04243EE3F1F	2D72ED596529A3F7
4E722F102A6FEBAC	97112417CEB0079C
19D97EF8161ED90A	89F882649E54AD62
433B2ADE617B774D	D035EE09D171E0BF
70D5923A557357B5	3355B876EEEFA92F
078357E74000028B	BE47F696813A6996
40A71480193300A9	850E17386EDF4943
6370642B67C0760D	35B1BE0C25859432
0C8684B25371C88A	ED41381AB7733BCD
532506D223E2EFA3	28CC89809AB727E8
07E2C8BD39E8F456	594EE947969D3620
6D0157CD732B8BA3	7CD84B9B5C6F120B
2FDCB567430995BD	2A3100BBB3074670
2A45CDAD4CC22E89	78C88216F2318778
607D4BBD41F796C8	48D347B5996E0299
65CC464D461B9D71	941A8C63B63B7D2A
3EFD89AC77599B82	0723FEE4B3817076
1BF0B10556F5CD97	49CAD7989FF386D4
238CA11B65A505D8	5939897BA89A9611
3522DC0A039C2FC7	F222F23BB58A494E
0304B3AB29AFA119	36E107B86FC35AB7
497985B049380B7F	64CC5704BA044914
7E7AE46636292569	9752C744EE940AC0
47572C462C1BCC41	A9126B9522E15B13
54FED60626954F82	5CB021DE2DC1558B
1496F39842528AB7	03BBCD3230821307
3911166510D55E28	00B4CEBCBFCEA33A
28189CBA67D98BE6	FB540C19BF7126F8
7B6FDE4D6D6BD08A	34B149751A416E0D
41484C25717F329E	BE0295912EA237E4
55D45D4869384DFD	4E2B131E72AC7BFC
6F8853025F01E182	1654F04A8C7B6AD3
747C4E880D07FE77	9318EAFC6DFBD133
07D33D503D5E5333	6D01785239B9904C
7BA858BE695A615E	7631AC78D9A08742
2CAE985B7A949547	C57BC3F88505FBE7
30D4A730592C595B	3AEFF2D9652A585F
6E9E93196CCB870B	1E7FE1240D4AFCB1
260F1AFA29B4269B	5877BD9978C93CB9
72529F800E65C723	5578D912A86789F6
3BF4D237461537A1	6A30867FF40AE30E
1AF74EF96261CB43	27FA6D4AA786EB7C
0267CE2B6D106A48	B584DC3FA75E5A63
50B1D4E84B10F4BB	C2BD3C16802A457A
4633477D509A838C	D2345B63A26435AD
503285AB24E5C6AF	4B8CB88D4BCCE291
69571E1556782ABA	9D61A95E2BF51C07
6B3D45AF03AA1B2A	260E530CA54A6BB7
14DD644752E27C04	0C123921C2216435
133C151F4D8EB016	6C097E871B4A4A6A
52CA9C2173D064FD	58DE782FBAF7A928
7696597108CA468A	C4B5F6092150283C
17DD128832EBAAF5	E16FBCEE85310853
0E24D4F114182178	A4FE04EE47F72496
3C3D57965F4157BF	DEBE0F20C9AEA9B1
3AE7ED74509678E2	C73ACF273929285D
46DA66C32C90B08C	AF75C9116FCEEB2E
4F36CE2F171A984A	B10DF7D596693AFA
53042E1F37701FCD	588EF4368151BC29
2237E82A046B2EF3	AFBF4A4E4CFD8358
18D755C961410BDC	996CE9BDFA366535
7571CA65019EE920	58A9FBBC4C08311A
67DB34B468614AB0	5315C8A70F1C7057
4B6E9E594B5E0BBF	C32A23837DBC35FF
0B554F410DC63A37	1DD164D76BC490ED
5117F7F17C9718CE	0BFF7D5FEB0430C0
23DDBC4932746F04	F548258B2F6628AC
7A24897C74BE6A89	AFAF23C5BC4380A9
0144844039468666	2AECFF4B5454B144
4521AFEA26A44F1B	45D97CC5AADE7F93
6D45896E7041CCCD	CE56056DE36B97B8
6FECE04E287A5A4A	9790AE04E54661A7
78BDC50872D2CE25	8DEA8C403E0C20D0
6DDC1A070D30F9EA	8616A11A4F87F8F5
0A67786A0F127C7C	0269C83B04FCC973
06AAB89F323ED224	E3C963EAF664ED76
3A5653417973EE52	200141DF3472CB68
2A2387C902A7B2BC	D5D0973815DB5756
4FC7560027DF42EB	6197AC4CF88A5E02
32A266C04407E138	FBF7B6FFA2799999
6153466C22348E5F	2E74C8C9F84BBDC3
286F108413A55ED9	D28730BF3DF33158
4DF602A2522701AA	4BA1563377E5EFA9
7EDE6A083C03744A	F1BCB64EE4ECEA0F
06C7C50E255A1D9C	03769AB40B046606
3F4DFFEC19DCFF6C	8ED4C5C55265829C
7C0518B73299D5FD	4F499A4D19F01091
11AFEEFF3573B06B	F53F3B4F31E2E55D
3E435C37385B3ED0	775B4CE7D5544019
6E78E697436AFC2A	5EFB7BFC2EEC2B4E
24D14BFA28D31CF8	46526E13A4FEF114
3C12F2B87FFD2CD7	B0A8B101F531E769
468B18E6560FC838	85AAB4DDA54EB508
262200AC025A2FC3	C6D60739F3AF47CC
6EF5AC69430A5A68	695DFC1EF265F78F
5CB5843A10FC2B63	35C060EAC3EE1FDD
1B84794B1637390A	923D37B7829D2339
0381CAEB3E310C19	951EE2D07F764C28
06115D355DFE45AF	BDC36F1F1CEA8A6F
6091145E54D058D9	34A92669022BA7B0
3A793A0F6CD2CCC6	E9F636C59A3DFD0E
038212FB50AC1E89	8F5D6EE474494EFD
5408DDBF121651B3	08B5424D28C7CF87
774DC80B1388875E	23A66295A3331F78
686F36565D587DAA	AF45C2479E45EDDC
5CA253C6252A1BAD	5BFFC85A62140CAE
6F7F0DEA7E6AB6D5	CF6D7211DF1D17AF
10099ACA66914BFF	D47E0AB26F5450CB
4D1486F47EA824B4	A8C9663B71C6569B
5101E66253BC557A	36A8FBE19F2486D5
718FE7881EA9CBF7	6A2491E8CAAC1617
1D8DD4DB4A918505	89269C5CDCFA348C
17B43182371E59F6	25D0E261DCD51185
29A441BF5ED877F4	E20723AC01274D9E
55AB64D167680147	2D5BD70E87FB3956
5D2C115A78275B7F	55CA192E0EC9E5BB
5FE82C7903BFED20	1B0099F07199E088
2D68D1CC3CA5BF5E	AD410E96E2A9E629
25B6D36D05F2AC73	895A6C25938ADDD0
7F17B5116D70B046	39142F6BD1143EBF
0144FBCC57EF0EBA	20AA2C35D899FD27
0FB002706C700F1B	B8A0254B5A6D0509
30EFED3B57BFD596	52ABEC1705740FC6
735F97DB08EAE60A	C396B5EF32B8A283
75A49F180AC91CFF	967FF178B7796B8B
198EAEE1667B42E2	E12FE4C4B4FFEE0D
266437FE7D981862	D212CC3DD18C6957
0C690A5944265F6C	DB97DD32F6C4D83C
3342CE6866FD2822	1210BAE5FC146EA9
7656050009627FB2	CD651A099082D444
21AD83EE06B08F88	90F5D9F01F59A8F0
319F2D26494D333D	4A09011E96A01D8C
6B5F0F632DEB63A7	F056B8D5DE52B34F
38DB807E52D0ED5B	2EE8588731B4145F
128F1BD7716CC9C5	9026F5969E270AB8
1D32DEB076BA03C9	F0AB72232D7C5AF8
2E4EBE04339D105C	F0E3E214EE5B33E9
0C9D227D20434303	E0589A50621FF5CE
1FE48A8155412B82	EF5C1139D5F0ADDB
298F8F8810183F09	F4486BF5FE05E338
27D2702068BF594C	090D12E8865C7274
6A7FC24D69AD83DA	5C7DB89F6DBC1876
7EAB9369325B1377	5DD0F4055254FEF5
795B0374463FF2EA	A208844FA6A52C94
106504AE581643EA	2D02841196C23234
1DC4E4D4698B2990	14F51CAE2A5FE820
2F55E3122FAECB05	C9519583FABD67D5
7C92CDB709FFE946	AA9CF8C99DFCC22A
002BF7CB46993083	271711929700961A
73400CAA71FFA802	8E8E8AC6A797C39B
476F55C65E685ECD	066C8F358EC3BAE2
162815272184BECE	E3B05185E9F62DA0
120AD79305CEFD26	AFD6BD2450B20DEC
584DCCC45BBE8526	C69A3695588C5AA0
3917B0D8425B5230	27B905178D4B7C28
7970EF586571B8B1	AA9EAFC8F9079DE0
0D14A07F4534F88E	EC53392BB940E9FD
18AA562156FC9D2D	4600C939D8833146
62B321F85E7B5367	22935F84FC7747B8
72A0BFA617866615	DB0C7A8FC26765D1
7897F8C3414D080F	18C22B82484059A6
284C32472278E7FC	EA05A73C4CEE24DA
2FC6631209924B3F	8A7375A8FA56B73D
638A1A017FB16AB4	AD994AB822D6D96A
58D490EA6B762035	F2D4A1E23364FB2F
183CAEB137F0F2E5	5650B9C7A7A262B3
2BDAB51423A64A8A	01832E8CE02C5FAB
7A67BC4E307BE3AA	29E26AEF9B17E97B
159FC6C42CB278F3	8436C9589319A0DE
7922B071546E08D8	4CF50D096F05B9E2
0406C8365942534A	0F682CB400A46944
116A4D0E59E8DB10	83D942E4BA2065E4
4686258D110B7027	210FFBE39BB779E4
05F0192F56055FB4	45BEF79ED86C994F
7ACE4E8A7E868502	D88BFE7E4C3A93B4
3186873377163EAB	FE094E21F64CE394
556C89A148BFD4D7	57A04CAAC2A2092B
2A2E9491581BD139	4709753DC86F01F6
0A45226040D3D1E4	C311396D72BBBE6F
1278F0FC421539DD	FC948B53A2F78D93
7F89FE0F3C86CC33	F914848962202079
35C847506FC1F0C5	905FE33780B04390
25A64ED549819542	3CC6010B75569A4E
5A6E45C17DA5B048	07558405A17E0846
08D8876A3FA244AF	97E5885CF06927D6
364B5DCC0DFB17ED	212C124296C84806
5FDFCFC65EC20156	1B108CE8CB6C18CE
12E5E5B4334B961D	E21A37A5D65D597E
276C643A3D28300E	8D6E221A01B04241
196B06804177CA89	C9176BC918EA6DE5
1F9209F32CCB40B6	8D7EA638F0AD88C8
540583B3360987DD	73032F7A7CFB8D5B
2BB6D9E2719A9AD9	AA31DFFD5D7D2B30
5D2C56D309F8666F	8C16627FF5F17FFC
130D06863C27512F	8A8BCC5C32506636
394303835E9BAAD3	F6C42BA8619CF281
3DEC332B5E136BCF	F28493042934CB44
4D0B1349121F4523	013146CBB9D0ADB5
42F4062022BE4137	080C72EE4F46BEC5
78AB93B2486DC902	7FFA2FC666CF22F3
1FA7C7744017A0E8	D3E95ADD769C83E8
4F4500373B114389	91D599E850979E69
6A68F5AA10D8A27A	3249AA719A27A9F9
7E93003964F3DF1A	B820D0853A45E2F4
46BC57BD77245D92	126F221562F76B30
747B59594E271DCD	1645C9C07ABCD3D4
6A15A5D033393119	3703BD5D7405E6B5
6FC67A944F99C3E0	2F044B8D281EE53A
780ACFF30DDA9817	8CE4069AEB6B496E
0A37151C264AE681	14C1536DE91299FC
7F6332CA499BAD1C	948C828495492395
0B822F050FDCF72A	01ABDFC2CF2A335F
73E6EE883E365E2A	04549EFD13196979
